,BIO_word,BIO_tag,sentence_id,BIO_type
450,apex,B-titanfall,37,B-game
451,legends,I-titanfall,37,I-game
452,mobile,I-titanfall,37,I-game
458,nba,B-nba,38,B-game
459,2k23,I-nba,38,I-game
482,hogwarts,B-harry-potter,39,B-game
483,legacy,I-harry-potter,39,I-game
484,the,B-the-last-of-us,40,B-game
485,last,I-the-last-of-us,40,I-game
486,of,I-the-last-of-us,40,I-game
487,us,I-the-last-of-us,40,I-game
505,cyberpunk,B-cyberpunk,41,B-game
506,2077,I-cyberpunk,41,I-game
518,destiny,B-destiny,42,B-game
519,2,I-destiny,42,I-game
528,apex,B-titanfall,43,B-game
529,legends,I-titanfall,43,I-game
530,mobile,I-titanfall,43,I-game
538,tales,B-borderlands,44,B-game
539,from,I-borderlands,44,I-game
540,the,I-borderlands,44,I-game
541,borderlands,I-borderlands,44,I-game
550,call,B-call-of-duty,45,B-game
551,of,I-call-of-duty,45,I-game
552,duty,I-call-of-duty,45,I-game
562,cyberpunk,B-cyberpunk,46,B-game
563,2077,I-cyberpunk,46,I-game
574,god,B-god-of-war,47,B-game
575,of,I-god-of-war,47,I-game
576,war,I-god-of-war,47,I-game
584,cyberpunk,B-cyberpunk,48,B-game
585,2077,I-cyberpunk,48,I-game
599,god,B-god-of-war,49,B-game
600,of,I-god-of-war,49,I-game
601,war,I-god-of-war,49,I-game
610,assassin,B-assassins-creed,50,B-game
611,'s,I-assassins-creed,50,I-game
612,creed,I-assassins-creed,50,I-game
624,call,B-call-of-duty,51,B-game
625,of,I-call-of-duty,51,I-game
626,duty,I-call-of-duty,51,I-game
627,:,I-call-of-duty,51,I-game
628,modern,I-call-of-duty,51,I-game
629,warfare,I-call-of-duty,51,I-game
630,2,I-call-of-duty,51,I-game
641,cyberpunk,B-cyberpunk,52,B-game
642,2077,I-cyberpunk,52,I-game
648,gotham,B-batman,53,B-game
649,knights,I-batman,53,I-game
656,the,B-batman,53,B-game
657,batman,B-batman,53,B-game
659,final,B-final-fantasy,54,B-game
660,fantasy,I-final-fantasy,54,I-game
670,cyberpunk,B-cyberpunk,55,B-game
671,2077,I-cyberpunk,55,I-game
688,golf,B-mario,56,B-game
706,call,B-call-of-duty,57,B-game
707,of,I-call-of-duty,57,I-game
708,duty,I-call-of-duty,57,I-game
718,disney,B-disney,58,B-game
719,dreamlight,I-disney,58,I-game
720,valley,I-disney,58,I-game
730,disney,B-disney,59,B-game
731,dreamlight,I-disney,59,I-game
732,valley,I-disney,59,I-game
740,lego,B-lego,60,B-game
741,star,I-lego,60,I-game
742,wars,I-lego,60,I-game
743,:,I-lego,60,I-game
744,the,I-lego,60,I-game
745,skywalker,I-lego,60,I-game
746,saga,I-lego,60,I-game
754,fire,B-fire-emblem,61,B-game
755,emblem,I-fire-emblem,61,I-game
756,warriors,I-fire-emblem,61,I-game
765,nba,B-nba,62,B-game
766,2k23,I-nba,62,I-game
775,nba,B-nba,63,B-game
776,2k23,I-nba,63,I-game
787,nba,B-nba,64,B-game
788,2k23,I-nba,64,I-game
793,batman,B-batman,65,B-game
794,bugs,B-looney-tunes,66,B-game
795,bunny,I-looney-tunes,66,I-game
796,superman,B-dc-comics,67,B-game
797,god,B-god-of-war,68,B-game
798,of,I-god-of-war,68,I-game
799,war,I-god-of-war,68,I-game
812,streets,B-streets-of-rage,69,B-game
813,of,I-streets-of-rage,69,I-game
814,rage,I-streets-of-rage,69,I-game
815,4,I-streets-of-rage,69,I-game
823,nba,B-nba,70,B-game
824,2k23,I-nba,70,I-game
830,nba,B-nba,71,B-game
831,2k23,I-nba,71,I-game
837,apex,B-titanfall,72,B-game
838,legends,I-titanfall,72,I-game
843,up,B-disney,72,B-game
850,nba,B-nba,73,B-game
851,2k23,I-nba,73,I-game
857,nba,B-nba,74,B-game
858,2k23,I-nba,74,I-game
865,nba,B-nba,75,B-game
866,2k23,I-nba,75,I-game
872,donkey,B-mario,76,B-game
873,kong,I-mario,76,I-game
874,country,I-donkey-kong,76,I-game
875,:,I-donkey-kong,76,I-game
876,tropical,I-donkey-kong,76,I-game
877,freeze,I-donkey-kong,76,I-game
880,the,B-disney,77,B-game
881,wild,I-disney,77,I-game
883,kirby,B-kirby,78,B-game
884,and,I-kirby,78,I-game
885,the,I-kirby,78,I-game
886,forgotten,I-kirby,78,I-game
887,land,I-kirby,78,I-game
888,metroid,B-metroid,79,B-game
889,dread,I-metroid,79,I-game
890,new,B-mario,80,B-game
891,super,I-mario,80,I-game
892,mario,I-mario,80,I-game
893,bros.,I-mario,80,I-game
894,u,I-mario,80,I-game
895,deluxe,I-mario,80,I-game
896,rayman,B-rayman,81,B-game
897,legends,I-rayman,81,I-game
898,super,B-mario,82,B-game
899,mario,I-mario,82,I-game
900,3d,I-mario,82,I-game
901,world,I-mario,82,I-game
902,+,I-mario,82,I-game
903,bowser,B-mario,82,B-game
904,'s,I-mario,82,I-game
905,fury,I-mario,82,I-game
906,super,B-mario,83,B-game
907,mario,I-mario,83,I-game
908,maker,I-mario,83,I-game
909,2,I-mario,83,I-game
910,super,B-mario,84,B-game
911,mario,I-mario,84,I-game
912,odyssey,I-mario,84,I-game
913,yoshi,B-mario,85,B-game
914,'s,I-yoshi,85,I-game
915,crafted,I-yoshi,85,I-game
916,world,I-yoshi,85,I-game
917,nba,B-nba,86,B-game
918,2k23,I-nba,86,I-game
924,splatoon,B-splatoon,87,B-game
925,3,I-splatoon,87,I-game
936,nba,B-nba,88,B-game
937,2k23,I-nba,88,I-game
943,nba,B-nba,89,B-game
944,2k23,I-nba,89,I-game
951,nba,B-nba,90,B-game
952,2k23,I-nba,90,I-game
958,nba,B-nba,91,B-game
959,2k23,I-nba,91,I-game
966,nba,B-nba,92,B-game
967,2k23,I-nba,92,I-game
974,nba,B-nba,93,B-game
975,2k23,I-nba,93,I-game
981,nba,B-nba,94,B-game
982,2k23,I-nba,94,I-game
988,nba,B-nba,95,B-game
989,2k23,I-nba,95,I-game
995,nba,B-nba,96,B-game
996,2k23,I-nba,96,I-game
1002,nba,B-nba,97,B-game
1003,2k23,I-nba,97,I-game
1009,nba,B-nba,98,B-game
1010,2k23,I-nba,98,I-game
1016,nba,B-nba,99,B-game
1017,2k23,I-nba,99,I-game
1030,nba,B-nba,100,B-game
1031,2k23,I-nba,100,I-game
1036,nba,B-nba,101,B-game
1037,2k23,I-nba,101,I-game
1043,nba,B-nba,102,B-game
1044,2k23,I-nba,102,I-game
1050,nba,B-nba,103,B-game
1051,2k23,I-nba,103,I-game
1057,nba,B-nba,104,B-game
1058,2k23,I-nba,104,I-game
1064,nba,B-nba,105,B-game
1065,2k23,I-nba,105,I-game
1071,nba,B-nba,106,B-game
1072,2k23,I-nba,106,I-game
1078,sonic,B-sonic-the-hedgehog,107,B-game
1079,frontiers,I-sonic-the-hedgehog,107,I-game
1088,nba,B-nba,108,B-game
1089,2k23,I-nba,108,I-game
1096,star,B-star-trek,109,B-game
1097,trek,I-star-trek,109,I-game
1111,nba,B-nba,110,B-game
1112,2k23,I-nba,110,I-game
1119,nba,B-nba,111,B-game
1120,2k23,I-nba,111,I-game
1126,nba,B-nba,112,B-game
1127,2k23,I-nba,112,I-game
1135,nba,B-nba,113,B-game
1136,2k23,I-nba,113,I-game
1143,nba,B-nba,114,B-game
1144,2k23,I-nba,114,I-game
1157,nba,B-nba,115,B-game
1158,2k23,I-nba,115,I-game
1162,nba,B-nba,116,B-game
1163,2k23,I-nba,116,I-game
1168,nba,B-nba,117,B-game
1169,2k23,I-nba,117,I-game
1173,nba,B-nba,118,B-game
1174,2k23,I-nba,118,I-game
1178,nba,B-nba,119,B-game
1179,2k23,I-nba,119,I-game
1180,nba,B-nba,120,B-game
1181,2k23,I-nba,120,I-game
1188,nba,B-nba,121,B-game
1189,2k23,I-nba,121,I-game
1201,up,B-disney,122,B-game
1213,god,B-god-of-war,123,B-game
1214,of,I-god-of-war,123,I-game
1215,war,I-god-of-war,123,I-game
1225,uncharted,B-uncharted,124,B-game
1226,:,I-uncharted,124,I-game
1227,legacy,I-uncharted,124,I-game
1228,of,I-uncharted,124,I-game
1229,thieves,I-uncharted,124,I-game
1230,collection,I-uncharted,124,I-game
1236,fortnite,B-fortnite,124,B-game
1241,tron,B-tron,125,B-game
1242,:,I-tron,125,I-game
1243,identity,I-tron,125,I-game
1257,tron,B-tron,126,B-game
1258,:,I-tron,126,I-game
1259,identity,I-tron,126,I-game
1262,toy,B-disney,127,B-game
1263,story,I-disney,127,I-game
1266,disney,B-disney,127,B-game
1267,dreamlight,I-disney,127,I-game
1268,valley,I-disney,127,I-game
1271,disney,B-disney,128,B-game
1272,illusion,I-disney,128,I-game
1273,island,I-disney,128,I-game
1277,mickey,B-disney,128,B-game
1278,mouse,I-disney,128,I-game
1286,marvel,B-marvel,129,B-game
1287,snap,I-marvel,129,I-game
1298,iron,B-iron-man,130,B-game
1299,man,I-iron-man,130,I-game
1307,disney,B-disney,130,B-game
1316,nba,B-nba,131,B-game
1317,2k23,I-nba,131,I-game
1325,nba,B-nba,132,B-game
1326,2k23,I-nba,132,I-game
1333,nba,B-nba,133,B-game
1334,2k23,I-nba,133,I-game
1342,nba,B-nba,134,B-game
1343,2k23,I-nba,134,I-game
1351,disney,B-disney,135,B-game
1357,pokemon,B-pokemon,136,B-game
1358,go,I-pokemon,136,I-game
1366,marvel,B-marvel,137,B-game
1367,snap,I-marvel,137,I-game
1375,tron,B-tron,138,B-game
1376,:,I-tron,138,I-game
1377,identity,I-tron,138,I-game
1397,marvel,B-marvel,139,B-game
1398,strike,I-marvel,139,I-game
1399,force,I-marvel,139,I-game
1400,disney,B-disney,140,B-game
1401,illusion,I-disney,140,I-game
1402,island,I-disney,140,I-game
1406,mickey,B-disney,140,B-game
1407,mouse,I-disney,140,I-game
1415,toy,B-disney,141,B-game
1416,story,I-disney,141,I-game
1419,disney,B-disney,141,B-game
1420,dreamlight,I-disney,141,I-game
1421,valley,I-disney,141,I-game
1424,disney,B-disney,142,B-game
1428,disney,B-disney,142,B-game
1431,disney,B-disney,143,B-game
1443,nba,B-nba,144,B-game
1444,2k23,I-nba,144,I-game
1452,nba,B-nba,145,B-game
1453,2k23,I-nba,145,I-game
1460,nba,B-nba,146,B-game
1461,2k23,I-nba,146,I-game
1469,nba,B-nba,147,B-game
1470,2k23,I-nba,147,I-game
1476,mario,B-mario,148,B-game
1477,+,I-mario,148,I-game
1478,rabbids,I-mario,148,I-game
1479,sparks,I-mario,148,I-game
1480,of,I-mario,148,I-game
1481,hope,I-mario,148,I-game
1489,assassin,B-assassins-creed,149,B-game
1490,'s,I-assassins-creed,149,I-game
1491,creed,I-assassins-creed,149,I-game
1492,valhalla,I-assassins-creed,149,I-game
1501,assassin,B-assassins-creed,150,B-game
1502,'s,I-assassins-creed,150,I-game
1503,creed,I-assassins-creed,150,I-game
1514,assassin,B-assassins-creed,151,B-game
1515,'s,I-assassins-creed,151,I-game
1516,creed,I-assassins-creed,151,I-game
1529,lego,B-lego,152,B-game
1530,star,I-lego,152,I-game
1531,wars,I-lego,152,I-game
1532,:,I-lego,152,I-game
1533,the,I-lego,152,I-game
1534,skywalker,I-lego,152,I-game
1535,saga,I-lego,152,I-game
1545,cyberpunk,B-cyberpunk,153,B-game
1546,2077,I-cyberpunk,153,I-game
1555,cyberpunk,B-cyberpunk,154,B-game
1556,2077,I-cyberpunk,154,I-game
1563,splatoon,B-splatoon,155,B-game
1564,3,I-splatoon,155,I-game
1575,marvel,B-spider-man,156,B-game
1576,'s,I-spider-man,156,I-game
1577,spider-man,B-spider-man,156,B-game
1586,teenage,B-teenage-mutant-ninja-turtles,156,B-game
1587,mutant,I-teenage-mutant-ninja-turtles,156,I-game
1588,ninja,I-teenage-mutant-ninja-turtles,156,I-game
1589,turtles,I-teenage-mutant-ninja-turtles,156,I-game
1590,assassin,B-assassins-creed,157,B-game
1591,'s,I-assassins-creed,157,I-game
1592,creed,I-assassins-creed,157,I-game
1603,football,B-nfl,158,B-game
1610,assassin,B-assassins-creed,159,B-game
1611,'s,I-assassins-creed,159,I-game
1612,creed,I-assassins-creed,159,I-game
1626,nba,B-nba,160,B-game
1627,2k23,I-nba,160,I-game
1634,nba,B-nba,161,B-game
1635,2k23,I-nba,161,I-game
1640,apex,B-titanfall,162,B-game
1641,legends,I-titanfall,162,I-game
1642,mobile,I-titanfall,162,I-game
1653,nba,B-nba,163,B-game
1654,2k23,I-nba,163,I-game
1663,nba,B-nba,164,B-game
1664,2k23,I-nba,164,I-game
1666,apex,B-titanfall,165,B-game
1667,legends,I-titanfall,165,I-game
1668,mobile,I-titanfall,165,I-game
1685,dynasty,B-romance-of-the-three-kingdoms,166,B-game
1686,warriors,I-romance-of-the-three-kingdoms,166,I-game
1693,call,B-call-of-duty,167,B-game
1694,of,I-call-of-duty,167,I-game
1695,duty,I-call-of-duty,167,I-game
1696,:,I-call-of-duty,167,I-game
1697,warzone,I-call-of-duty,167,I-game
1703,cyberpunk,B-cyberpunk,168,B-game
1704,2077,I-cyberpunk,168,I-game
1719,pikmin,B-pikmin,169,B-game
1720,4,I-pikmin,169,I-game
1724,kirby,B-kirby,170,B-game
1725,'s,I-kirby,170,I-game
1726,return,I-kirby,170,I-game
1727,to,I-kirby,170,I-game
1728,dream,I-kirby,170,I-game
1729,land,I-kirby,170,I-game
1739,final,B-final-fantasy,171,B-game
1740,fantasy,I-final-fantasy,171,I-game
1751,final,B-final-fantasy,172,B-game
1752,fantasy,I-final-fantasy,172,I-game
1757,animal,B-animal-crossing,173,B-game
1758,crossing,I-animal-crossing,173,I-game
1774,splatoon,B-splatoon,174,B-game
1775,3,I-splatoon,174,I-game
1780,resident,B-resident-evil,175,B-game
1781,evil,I-resident-evil,175,I-game
1782,village,I-resident-evil,175,I-game
1786,resident,B-resident-evil,175,B-game
1787,evil,I-resident-evil,175,I-game
1795,zelda,B-the-legend-of-zelda,176,B-game
1811,final,B-final-fantasy,177,B-game
1812,fantasy,I-final-fantasy,177,I-game
1820,call,B-call-of-duty,178,B-game
1821,of,I-call-of-duty,178,I-game
1822,duty,I-call-of-duty,178,I-game
1831,kirby,B-kirby,179,B-game
1832,'s,I-kirby,179,I-game
1833,return,I-kirby,179,I-game
1834,to,I-kirby,179,I-game
1835,dream,I-kirby,179,I-game
1836,land,I-kirby,179,I-game
1838,hogwarts,B-harry-potter,180,B-game
1839,legacy,I-harry-potter,180,I-game
1847,god,B-god-of-war,181,B-game
1848,of,I-god-of-war,181,I-game
1849,war,I-god-of-war,181,I-game
1859,tekken,B-tekken,182,B-game
1864,star,B-star-wars,183,B-game
1865,wars,I-star-wars,183,I-game
1866,:,I-star-wars,183,I-game
1867,tales,I-star-wars,183,I-game
1868,from,I-star-wars,183,I-game
1869,the,I-star-wars,183,I-game
1870,galaxy,I-star-wars,183,I-game
1871,'s,I-star-wars,183,I-game
1872,edge,I-star-wars,183,I-game
1878,yakuza,B-yakuza,184,B-game
1889,hogwarts,B-harry-potter,185,B-game
1890,legacy,I-harry-potter,185,I-game
1898,god,B-god-of-war,186,B-game
1899,of,I-god-of-war,186,I-game
1900,war,I-god-of-war,186,I-game
1913,nba,B-nba,187,B-game
1914,2k23,I-nba,187,I-game
1925,horizon,B-horizon,188,B-game
1926,call,I-horizon,188,I-game
1927,of,I-horizon,188,I-game
1928,the,I-horizon,188,I-game
1929,mountain,I-horizon,188,I-game
1938,destiny,B-destiny,189,B-game
1939,2,I-destiny,189,I-game
1956,zelda,B-the-legend-of-zelda,190,B-game
1978,assassin,B-assassins-creed,191,B-game
1979,'s,I-assassins-creed,191,I-game
1980,creed,I-assassins-creed,191,I-game
1981,odyssey,I-assassins-creed,191,I-game
1986,resident,B-resident-evil,192,B-game
1987,evil,I-resident-evil,192,I-game
1988,4,I-resident-evil,192,I-game
1995,resident,B-resident-evil,192,B-game
1996,evil,I-resident-evil,192,I-game
2001,uncharted,B-uncharted,193,B-game
2002,:,I-uncharted,193,I-game
2003,legacy,I-uncharted,193,I-game
2004,of,I-uncharted,193,I-game
2005,thieves,I-uncharted,193,I-game
2006,collection,I-uncharted,193,I-game
2028,street,B-street-fighter,194,B-game
2029,fighter,I-street-fighter,194,I-game
2031,street,B-street-fighter,195,B-game
2032,fighter,I-street-fighter,195,I-game
2046,apex,B-titanfall,196,B-game
2047,legends,I-titanfall,196,I-game
2055,call,B-call-of-duty,197,B-game
2056,of,I-call-of-duty,197,I-game
2057,duty,I-call-of-duty,197,I-game
2058,:,I-call-of-duty,197,I-game
2059,modern,I-call-of-duty,197,I-game
2060,warfare,I-call-of-duty,197,I-game
2061,2,I-call-of-duty,197,I-game
2073,call,B-call-of-duty,198,B-game
2074,of,I-call-of-duty,198,I-game
2075,duty,I-call-of-duty,198,I-game
2076,:,I-call-of-duty,198,I-game
2077,warzone,I-call-of-duty,198,I-game
2088,star,B-star-wars,199,B-game
2089,wars,I-star-wars,199,I-game
2104,street,B-street-fighter,200,B-game
2105,fighter,I-street-fighter,200,I-game
2120,call,B-call-of-duty,201,B-game
2121,of,I-call-of-duty,201,I-game
2122,duty,I-call-of-duty,201,I-game
2123,:,I-call-of-duty,201,I-game
2124,modern,I-call-of-duty,201,I-game
2125,warfare,I-call-of-duty,201,I-game
2126,2,I-call-of-duty,201,I-game
2137,call,B-call-of-duty,202,B-game
2138,of,I-call-of-duty,202,I-game
2139,duty,I-call-of-duty,202,I-game
2140,:,I-call-of-duty,202,I-game
2141,modern,I-call-of-duty,202,I-game
2142,warfare,I-call-of-duty,202,I-game
2143,2,I-call-of-duty,202,I-game
2146,call,B-call-of-duty,203,B-game
2147,of,I-call-of-duty,203,I-game
2148,duty,I-call-of-duty,203,I-game
2149,:,I-call-of-duty,203,I-game
2150,modern,I-call-of-duty,203,I-game
2151,warfare,I-call-of-duty,203,I-game
2152,2,I-call-of-duty,203,I-game
2160,star,B-star-wars,204,B-game
2161,wars,I-star-wars,204,I-game
2175,dragon,B-dragon-ball,205,B-game
2176,ball,I-dragon-ball,205,I-game
2177,z,I-dragon-ball,205,I-game
2178,:,I-dragon-ball,205,I-game
2179,kakarot,I-dragon-ball,205,I-game
2191,cyberpunk,B-cyberpunk,206,B-game
2192,2077,I-cyberpunk,206,I-game
2208,yakuza,B-yakuza,207,B-game
2217,street,B-street-fighter,208,B-game
2218,fighter,I-street-fighter,208,I-game
2226,apex,B-titanfall,209,B-game
2227,legends,I-titanfall,209,I-game
2238,battlefield,B-battlefield,210,B-game
2239,2042,I-battlefield,210,I-game
2257,apex,B-titanfall,211,B-game
2258,legends,I-titanfall,211,I-game
2259,mobile,I-titanfall,211,I-game
2270,star,B-star-wars,212,B-game
2271,wars,I-star-wars,212,I-game
2290,apex,B-titanfall,213,B-game
2291,legends,I-titanfall,213,I-game
2292,mobile,I-titanfall,213,I-game
2293,nhl,B-nhl,214,B-game
2294,23,I-nhl,214,I-game
2309,apex,B-titanfall,215,B-game
2310,legends,I-titanfall,215,I-game
2318,dragon,B-dragon-ball,216,B-game
2319,ball,I-dragon-ball,216,I-game
2320,:,I-dragon-ball,216,I-game
2321,the,I-dragon-ball,216,I-game
2322,breakers,I-dragon-ball,216,I-game
2331,destiny,B-destiny,217,B-game
2332,2,I-destiny,217,I-game
2342,apex,B-titanfall,218,B-game
2343,legends,I-titanfall,218,I-game
2352,diablo,B-diablo,219,B-game
2353,4,I-diablo,219,I-game
2360,nhl,B-nhl,220,B-game
2361,23,I-nhl,220,I-game
2375,nhl,B-nhl,221,B-game
2376,23,I-nhl,221,I-game
2377,call,B-call-of-duty,222,B-game
2378,of,I-call-of-duty,222,I-game
2379,duty,I-call-of-duty,222,I-game
2380,:,I-call-of-duty,222,I-game
2381,warzone,I-call-of-duty,222,I-game
2392,iron,B-iron-man,223,B-game
2393,man,I-iron-man,223,I-game
2406,nhl,B-nhl,224,B-game
2407,23,I-nhl,224,I-game
2418,apex,B-titanfall,225,B-game
2419,legends,I-titanfall,225,I-game
2437,lost,B-lost,226,B-game
2441,call,B-call-of-duty,227,B-game
2442,of,I-call-of-duty,227,I-game
2443,duty,I-call-of-duty,227,I-game
2444,:,I-call-of-duty,227,I-game
2445,modern,I-call-of-duty,227,I-game
2446,warfare,I-call-of-duty,227,I-game
2447,2,I-call-of-duty,227,I-game
2456,mario,B-mario,228,B-game
2457,+,I-mario,228,I-game
2458,rabbids,I-mario,228,I-game
2459,sparks,I-mario,228,I-game
2460,of,I-mario,228,I-game
2461,hope,I-mario,228,I-game
2469,cyberpunk,B-cyberpunk,229,B-game
2470,2077,I-cyberpunk,229,I-game
2485,saw,B-saw,230,B-game
2499,diablo,B-diablo,231,B-game
2500,immortal,I-diablo,231,I-game
2508,tiny,B-borderlands,232,B-game
2509,tina,I-borderlands,232,I-game
2510,'s,I-borderlands,232,I-game
2511,wonderlands,I-borderlands,232,I-game
2529,cyberpunk,B-cyberpunk,233,B-game
2530,2077,I-cyberpunk,233,I-game
2543,apex,B-titanfall,234,B-game
2544,legends,I-titanfall,234,I-game
2560,halo,B-halo,235,B-game
2561,infinite,I-halo,235,I-game
2564,destiny,B-destiny,236,B-game
2565,2,I-destiny,236,I-game
2566,:,I-destiny,236,I-game
2567,lightfall,I-destiny,236,I-game
2581,destiny,B-destiny,237,B-game
2582,2,I-destiny,237,I-game
2583,:,I-destiny,237,I-game
2584,lightfall,I-destiny,237,I-game
2591,independence,B-independence-day,237,B-game
2592,day,I-independence-day,237,I-game
2593,nba,B-nba,238,B-game
2594,2k23,I-nba,238,I-game
2602,nhl,B-nhl,239,B-game
2603,23,I-nhl,239,I-game
2618,nhl,B-nhl,240,B-game
2619,23,I-nhl,240,I-game
2620,call,B-call-of-duty,241,B-game
2621,of,I-call-of-duty,241,I-game
2622,duty,I-call-of-duty,241,I-game
2623,:,I-call-of-duty,241,I-game
2624,modern,I-call-of-duty,241,I-game
2625,warfare,I-call-of-duty,241,I-game
2626,2,I-call-of-duty,241,I-game
2636,apex,B-titanfall,242,B-game
2637,legends,I-titanfall,242,I-game
2660,up,B-disney,243,B-game
2683,apex,B-titanfall,244,B-game
2684,legends,I-titanfall,244,I-game
2688,apex,B-titanfall,245,B-game
2689,legends,I-titanfall,245,I-game
2710,apex,B-titanfall,246,B-game
2711,legends,I-titanfall,246,I-game
2713,spider-man,B-spider-man,247,B-game
2728,apex,B-titanfall,248,B-game
2729,legends,I-titanfall,248,I-game
2730,mobile,I-titanfall,248,I-game
2736,apex,B-titanfall,249,B-game
2737,legends,I-titanfall,249,I-game
2751,apex,B-titanfall,250,B-game
2752,legends,I-titanfall,250,I-game
2753,mobile,I-titanfall,250,I-game
2756,apex,B-titanfall,250,B-game
2757,legends,I-titanfall,250,I-game
2761,silent,B-silent-hill,251,B-game
2762,hill,I-silent-hill,251,I-game
2772,disney,B-disney,252,B-game
2786,cyberpunk,B-cyberpunk,253,B-game
2787,2077,I-cyberpunk,253,I-game
2803,call,B-call-of-duty,254,B-game
2804,of,I-call-of-duty,254,I-game
2805,duty,I-call-of-duty,254,I-game
2816,final,B-final-fantasy,255,B-game
2817,fantasy,I-final-fantasy,255,I-game
2818,tactics,I-final-fantasy,255,I-game
2823,brave,B-disney,255,B-game
2825,gotham,B-batman,256,B-game
2826,knights,I-batman,256,I-game
2834,nioh,B-nioh,257,B-game
2850,apex,B-titanfall,258,B-game
2851,legends,I-titanfall,258,I-game
2852,mobile,I-titanfall,258,I-game
2863,nba,B-nba,259,B-game
2864,2k23,I-nba,259,I-game
2877,fortnite,B-fortnite,260,B-game
2897,fortnite,B-fortnite,261,B-game
2903,ni,B-ni-no-kuni,262,B-game
2904,no,I-ni-no-kuni,262,I-game
2905,kuni,I-ni-no-kuni,262,I-game
2906,:,I-ni-no-kuni,262,I-game
2907,cross,I-ni-no-kuni,262,I-game
