,BIO_word,BIO_tag,sentence_id,BIO_type
197,innovative,O,16,O
198,accessibility,O,16,O
199,features,O,16,O
200,splatoon,B-splatoon,17,B-game
201,3,I-splatoon,17,I-game
202,nintendo,O,17,O
203,switch,O,17,O
204,oled,O,17,O
205,still,O,17,O
206,available,O,17,O
207,at,O,17,O
208,amazon,O,17,O
209,",",O,17,O
210,walmart,O,17,O
211,",",O,17,O
212,and,O,17,O
213,more,O,17,O
214,lotr,O,18,O
215,'s,O,18,O
216,howard,O,18,O
217,shore,O,18,O
218,returns,O,18,O
219,for,O,18,O
220,the,O,18,O
221,rings,O,18,O
222,of,O,18,O
223,power,O,18,O
224,",",O,18,O
225,alongside,O,18,O
226,god,B-god-of-war,18,B-game
227,of,I-god-of-war,18,I-game
228,war,I-god-of-war,18,I-game
229,composer,O,18,O
230,new,O,19,O
231,assassin,B-assassins-creed,19,B-game
232,'s,I-assassins-creed,19,I-game
233,creed,I-assassins-creed,19,I-game
234,game,O,19,O
235,called,O,19,O
236,mirage,O,19,O
237,",",O,19,O
238,coming,O,19,O
239,spring,O,19,O
240,2023,O,19,O
241,",",O,19,O
242,takes,O,19,O
243,series,O,19,O
244,back,O,19,O
245,to,O,19,O
246,roots,O,19,O
247,-,O,19,O
248,report,O,19,O
249,diablo,B-diablo,20,B-game
250,immortal,I-diablo,20,I-game
251,season,O,20,O
252,4,O,20,O
253,update,O,20,O
254,will,O,20,O
255,tease,O,20,O
256,game,O,20,O
257,'s,O,20,O
258,first,O,20,O
259,``,O,20,O
260,major,O,20,O
261,'',O,20,O
262,update,O,20,O
263,the,B-the-king-of-fighters,21,B-game
264,king,I-the-king-of-fighters,21,I-game
265,of,I-the-king-of-fighters,21,I-game
266,fighters,I-the-king-of-fighters,21,I-game
267,xv,I-the-king-of-fighters,21,I-game
268,director,O,21,O
269,says,O,21,O
270,snk,O,21,O
271,and,O,21,O
272,capcom,O,21,O
273,``,O,21,O
274,interested,O,21,O
275,'',O,21,O
276,in,O,21,O
277,reviving,O,21,O
278,crossover,O,21,O
279,franchise,O,21,O
280,new,O,22,O
281,splatoon,B-splatoon,22,B-game
282,3,I-splatoon,22,I-game
283,switch,O,22,O
284,cases,O,22,O
285,up,B-disney,22,B-game
286,for,O,22,O
287,preorder,O,22,O
288,call,B-call-of-duty,23,B-game
289,of,I-call-of-duty,23,I-game
290,duty,I-call-of-duty,23,I-game
291,:,I-call-of-duty,23,I-game
292,modern,I-call-of-duty,23,I-game
293,warfare,I-call-of-duty,23,I-game
294,2,I-call-of-duty,23,I-game
295,gameplay,O,23,O
296,has,O,23,O
297,reportedly,O,23,O
298,leaked,O,23,O
299,new,O,24,O
300,god,B-god-of-war,24,B-game
301,of,I-god-of-war,24,I-game
302,war,I-god-of-war,24,I-game
303,:,O,24,O
304,ragnarok,O,24,O
305,gameplay,O,24,O
306,video,O,24,O
307,shows,O,24,O
308,off,O,24,O
309,updated,O,24,O
310,combat,O,24,O
311,abilities,O,24,O
312,review,O,25,O
313,roundup,O,25,O
314,for,O,25,O
315,the,B-the-last-of-us,25,B-game
316,last,I-the-last-of-us,25,I-game
317,of,I-the-last-of-us,25,I-game
318,us,I-the-last-of-us,25,I-game
319,ps5,O,25,O
320,remake,O,25,O
321,the,B-the-last-of-us,26,B-game
322,last,I-the-last-of-us,26,I-game
323,of,I-the-last-of-us,26,I-game
324,us,I-the-last-of-us,26,I-game
325,part,O,26,O
326,1,O,26,O
327,horizon,B-horizon,27,B-game
328,forbidden,I-horizon,27,I-game
329,west,I-horizon,27,I-game
330,update,O,27,O
331,adds,O,27,O
332,pride,O,27,O
333,flag,O,27,O
334,face,O,27,O
335,paint,O,27,O
336,horizon,B-horizon,28,B-game
337,forbidden,I-horizon,28,I-game
338,west,I-horizon,28,I-game
339,patch,O,28,O
340,1.18,O,28,O
341,notes,O,28,O
342,diablo,B-diablo,29,B-game
343,",",O,29,O
344,overwatch,O,29,O
345,",",O,29,O
346,call,B-call-of-duty,29,B-game
347,of,I-call-of-duty,29,I-game
348,duty,I-call-of-duty,29,I-game
349,coming,O,29,O
350,to,O,29,O
351,game,O,29,O
352,pass,O,29,O
353,if,O,29,O
354,microsoft,O,29,O
355,'s,O,29,O
356,deal,O,29,O
357,to,O,29,O
358,buy,O,29,O
359,activision,O,29,O
360,blizzard,O,29,O
361,goes,O,29,O
362,through,O,29,O
363,assassin,B-assassins-creed,30,B-game
364,'s,I-assassins-creed,30,I-game
365,creed,I-assassins-creed,30,I-game
366,mirage,O,30,O
367,confirmed,O,30,O
368,",",O,30,O
369,reveal,O,30,O
370,coming,O,30,O
371,september,O,30,O
372,10,O,30,O
373,nba,B-nba,31,B-game
374,2k23,I-nba,31,I-game
375,release,O,31,O
376,date,O,31,O
377,",",O,31,O
378,new,O,31,O
379,game,O,31,O
380,modes,O,31,O
381,",",O,31,O
382,and,O,31,O
383,everything,O,31,O
384,we,O,31,O
385,know,O,31,O
386,nba,B-nba,32,B-game
387,2k23,I-nba,32,I-game
388,release,O,32,O
389,date,O,32,O
390,what,O,33,O
391,'s,O,33,O
392,new,O,33,O
393,in,O,33,O
394,nba,B-nba,33,B-game
395,2k23,I-nba,33,I-game
396,?,O,33,O
397,grand,B-grand-theft-auto,34,B-game
398,theft,I-grand-theft-auto,34,I-game
399,auto,I-grand-theft-auto,34,I-game
400,online,I-grand-theft-auto,34,I-game
401,brings,O,34,O
402,new,O,34,O
403,cars,B-disney,34,B-game
404,",",O,34,O
405,new,O,34,O
406,races,O,34,O
407,",",O,34,O
408,and,O,34,O
409,new,O,34,O
410,soda-themed,O,34,O
411,gear,O,34,O
412,in,O,34,O
413,this,O,34,O
414,week,O,34,O
415,'s,O,34,O
416,update,O,34,O
417,nintendo,O,35,O
418,eshop,O,35,O
419,adds,O,35,O
420,anime,O,35,O
421,brawling,O,35,O
422,",",O,35,O
423,disney,B-disney,35,B-game
424,reconstruction,O,35,O
425,",",O,35,O
426,and,O,35,O
427,monster,O,35,O
428,taming,O,35,O
429,this,O,35,O
430,week,O,35,O
431,what,O,36,O
432,sets,O,36,O
433,the,O,36,O
434,callisto,O,36,O
435,protocol,O,36,O
436,apart,O,36,O
437,from,O,36,O
438,dead,B-dead-space,36,B-game
439,space,I-dead-space,36,I-game
440,--,O,36,O
441,and,O,36,O
442,why,O,36,O
443,surprises,O,36,O
444,are,O,36,O
445,the,O,36,O
446,name,O,36,O
447,of,O,36,O
448,the,O,36,O
449,game,O,36,O
450,apex,B-titanfall,37,B-game
451,legends,I-titanfall,37,I-game
452,mobile,I-titanfall,37,I-game
453,your,O,37,O
454,challenge,O,37,O
455,awaits,O,37,O
456,event,O,37,O
457,guide,O,37,O
458,nba,B-nba,38,B-game
459,2k23,I-nba,38,I-game
460,features,O,38,O
461,a,O,38,O
462,non-basketball,O,38,O
463,player,O,38,O
464,",",O,38,O
465,j.,O,38,O
466,cole,O,38,O
467,",",O,38,O
468,on,O,38,O
469,one,O,38,O
470,of,O,38,O
471,its,O,38,O
472,covers,O,38,O
473,harry,O,39,O
474,potter,O,39,O
475,club,O,39,O
476,members,O,39,O
477,will,O,39,O
478,receive,O,39,O
479,exclusive,O,39,O
480,rewards,O,39,O
481,in,O,39,O
482,hogwarts,B-harry-potter,39,B-game
483,legacy,I-harry-potter,39,I-game
484,the,B-the-last-of-us,40,B-game
485,last,I-the-last-of-us,40,I-game
486,of,I-the-last-of-us,40,I-game
487,us,I-the-last-of-us,40,I-game
488,part,O,40,O
489,1,O,40,O
490,:,O,40,O
491,what,O,40,O
492,'s,O,40,O
493,new,O,40,O
494,and,O,40,O
495,is,O,40,O
496,it,O,40,O
497,worth,O,40,O
498,it,O,40,O
499,?,O,40,O
500,cd,O,41,O
501,projekt,O,41,O
502,will,O,41,O
503,reveal,O,41,O
504,new,O,41,O
505,cyberpunk,B-cyberpunk,41,B-game
506,2077,I-cyberpunk,41,I-game
507,and,O,41,O
508,edgerunner,O,41,O
509,content,O,41,O
510,on,O,41,O
511,september,O,41,O
512,6,O,41,O
513,more,O,42,O
514,pvp,O,42,O
515,changes,O,42,O
516,coming,O,42,O
517,to,O,42,O
518,destiny,B-destiny,42,B-game
519,2,I-destiny,42,I-game
520,",",O,42,O
521,including,O,42,O
522,quitter,O,42,O
523,protection,O,42,O
524,and,O,42,O
525,improved,O,42,O
526,match,O,42,O
527,quality,O,42,O
528,apex,B-titanfall,43,B-game
529,legends,I-titanfall,43,I-game
530,mobile,I-titanfall,43,I-game
531,rising,O,43,O
532,through,O,43,O
533,the,O,43,O
534,ranks,O,43,O
535,event,O,43,O
536,guide,O,43,O
537,new,O,44,O
538,tales,B-borderlands,44,B-game
539,from,I-borderlands,44,I-game
540,the,I-borderlands,44,I-game
541,borderlands,I-borderlands,44,I-game
542,has,O,44,O
543,me,O,44,O
544,cautiously,O,44,O
545,optimistic,O,44,O
546,xbox,O,45,O
547,promises,O,45,O
548,to,O,45,O
549,keep,O,45,O
550,call,B-call-of-duty,45,B-game
551,of,I-call-of-duty,45,I-game
552,duty,I-call-of-duty,45,I-game
553,on,O,45,O
554,playstation,O,45,O
555,for,O,45,O
556,``,O,45,O
557,years,O,45,O
558,'',O,45,O
559,beyond,O,45,O
560,existing,O,45,O
561,deal,O,45,O
562,cyberpunk,B-cyberpunk,46,B-game
563,2077,I-cyberpunk,46,I-game
564,phantom,O,46,O
565,liberty,O,46,O
566,expansion,O,46,O
567,brings,O,46,O
568,back,O,46,O
569,keanu,O,46,O
570,",",O,46,O
571,launches,O,46,O
572,in,O,46,O
573,2023,O,46,O
574,god,B-god-of-war,47,B-game
575,of,I-god-of-war,47,I-game
576,war,I-god-of-war,47,I-game
577,ragnarok,O,47,O
578,teaser,O,47,O
579,shows,O,47,O
580,off,O,47,O
581,dwarven,O,47,O
582,realm,O,47,O
583,svartalfheim,O,47,O
584,cyberpunk,B-cyberpunk,48,B-game
585,2077,I-cyberpunk,48,I-game
586,edgerunners,O,48,O
587,update,O,48,O
588,out,O,48,O
589,now,O,48,O
590,",",O,48,O
591,future,O,48,O
592,content,O,48,O
593,wo,O,48,O
594,n't,O,48,O
595,come,O,48,O
596,to,O,48,O
597,last-gen,O,48,O
598,consoles,O,48,O
599,god,B-god-of-war,49,B-game
600,of,I-god-of-war,49,I-game
601,war,I-god-of-war,49,I-game
602,meets,O,49,O
603,rick,O,49,O
604,and,O,49,O
605,morty,O,49,O
606,in,O,49,O
607,new,O,49,O
608,ragnarok,O,49,O
609,video,O,49,O
610,assassin,B-assassins-creed,50,B-game
611,'s,I-assassins-creed,50,I-game
612,creed,I-assassins-creed,50,I-game
613,mirage,O,50,O
614,will,O,50,O
615,reportedly,O,50,O
616,be,O,50,O
617,an,O,50,O
618,origin,O,50,O
619,story,O,50,O
620,for,O,50,O
621,valhalla,O,50,O
622,'s,O,50,O
623,basim,O,50,O
624,call,B-call-of-duty,51,B-game
625,of,I-call-of-duty,51,I-game
626,duty,I-call-of-duty,51,I-game
627,:,I-call-of-duty,51,I-game
628,modern,I-call-of-duty,51,I-game
629,warfare,I-call-of-duty,51,I-game
630,2,I-call-of-duty,51,I-game
631,beta,O,51,O
632,codes,O,51,O
633,are,O,51,O
634,free,O,51,O
635,for,O,51,O
636,xfinity,O,51,O
637,members,O,51,O
638,phantom,O,52,O
639,liberty,O,52,O
640,is,O,52,O
641,cyberpunk,B-cyberpunk,52,B-game
642,2077,I-cyberpunk,52,I-game
643,'s,O,52,O
644,one,O,52,O
645,and,O,52,O
646,only,O,52,O
647,expansion,O,52,O
648,gotham,B-batman,53,B-game
649,knights,I-batman,53,I-game
650,trailer,O,53,O
651,goes,O,53,O
652,behind,O,53,O
653,the,O,53,O
654,scenes,O,53,O
655,on,O,53,O
656,the,B-batman,53,B-game
657,batman,B-batman,53,B-game
658,family,O,53,O
659,final,B-final-fantasy,54,B-game
660,fantasy,I-final-fantasy,54,I-game
661,7,O,54,O
662,remake,O,54,O
663,mod,O,54,O
664,adds,O,54,O
665,a,O,54,O
666,charming,O,54,O
667,low-poly,O,54,O
668,downgrade,O,54,O
669,get,O,55,O
670,cyberpunk,B-cyberpunk,55,B-game
671,2077,I-cyberpunk,55,I-game
672,for,O,55,O
673,cheap,O,55,O
674,on,O,55,O
675,playstation,O,55,O
676,",",O,55,O
677,xbox,O,55,O
678,",",O,55,O
679,and,O,55,O
680,pc,O,55,O
681,pga,O,56,O
682,tour,O,56,O
683,2k23,O,56,O
684,wo,O,56,O
685,n't,O,56,O
686,cut,O,56,O
687,liv,O,56,O
688,golf,B-mario,56,B-game
689,players,O,56,O
690,",",O,56,O
691,even,O,56,O
692,if,O,56,O
693,they,O,56,O
694,'re,O,56,O
695,banned,O,56,O
696,from,O,56,O
697,the,O,56,O
698,pga,O,56,O
699,sony,O,57,O
700,criticizes,O,57,O
701,microsoft,O,57,O
702,'s,O,57,O
703,offer,O,57,O
704,to,O,57,O
705,keep,O,57,O
706,call,B-call-of-duty,57,B-game
707,of,I-call-of-duty,57,I-game
708,duty,I-call-of-duty,57,I-game
709,on,O,57,O
710,playstation,O,57,O
711,for,O,57,O
712,``,O,57,O
713,only,O,57,O
714,'',O,57,O
715,three,O,57,O
716,more,O,57,O
717,years,O,57,O
718,disney,B-disney,58,B-game
719,dreamlight,I-disney,58,I-game
720,valley,I-disney,58,I-game
721,with,O,58,O
722,great,O,58,O
723,power,O,58,O
724,quest,O,58,O
725,guide,O,58,O
726,:,O,58,O
727,all,O,58,O
728,riddle,O,58,O
729,solutions,O,58,O
730,disney,B-disney,59,B-game
731,dreamlight,I-disney,59,I-game
732,valley,I-disney,59,I-game
733,``,O,59,O
734,with,O,59,O
735,great,O,59,O
736,power,O,59,O
737,...,O,59,O
738,'',O,59,O
739,wallkthrough,O,59,O
740,lego,B-lego,60,B-game
741,star,I-lego,60,I-game
742,wars,I-lego,60,I-game
743,:,I-lego,60,I-game
744,the,I-lego,60,I-game
745,skywalker,I-lego,60,I-game
746,saga,I-lego,60,I-game
747,is,O,60,O
748,only,O,60,O
749,$,O,60,O
750,25,O,60,O
751,right,O,60,O
752,now,O,60,O
753,both,O,61,O
754,fire,B-fire-emblem,61,B-game
755,emblem,I-fire-emblem,61,I-game
756,warriors,I-fire-emblem,61,I-game
757,games,O,61,O
758,are,O,61,O
759,discounted,O,61,O
760,to,O,61,O
761,great,O,61,O
762,prices,O,61,O
763,at,O,61,O
764,amazon,O,61,O
765,nba,B-nba,62,B-game
766,2k23,I-nba,62,I-game
767,packaging,O,62,O
768,warns,O,62,O
769,of,O,62,O
770,server,O,62,O
771,shutdown,O,62,O
772,scheduled,O,62,O
773,for,O,62,O
774,2024,O,62,O
775,nba,B-nba,63,B-game
776,2k23,I-nba,63,I-game
777,jordan,O,63,O
778,challenge,O,63,O
779,-,O,63,O
780,all,O,63,O
781,games,O,63,O
782,",",O,63,O
783,rewards,O,63,O
784,",",O,63,O
785,and,O,63,O
786,challenges,O,63,O
787,nba,B-nba,64,B-game
788,2k23,I-nba,64,I-game
789,jordan,O,64,O
790,challenge,O,64,O
791,games,O,64,O
792,list,O,64,O
793,batman,B-batman,65,B-game
794,bugs,B-looney-tunes,66,B-game
795,bunny,I-looney-tunes,66,I-game
796,superman,B-dc-comics,67,B-game
797,god,B-god-of-war,68,B-game
798,of,I-god-of-war,68,I-game
799,war,I-god-of-war,68,I-game
800,ragnarok,O,68,O
801,'s,O,68,O
802,ux,O,68,O
803,designer,O,68,O
804,discusses,O,68,O
805,what,O,68,O
806,to,O,68,O
807,expect,O,68,O
808,from,O,68,O
809,the,O,68,O
810,accessibility,O,68,O
811,features,O,68,O
812,streets,B-streets-of-rage,69,B-game
813,of,I-streets-of-rage,69,I-game
814,rage,I-streets-of-rage,69,I-game
815,4,I-streets-of-rage,69,I-game
816,update,O,69,O
817,adds,O,69,O
818,multiplayer,O,69,O
819,on,O,69,O
820,mobile,O,69,O
821,this,O,69,O
822,month,O,69,O
823,nba,B-nba,70,B-game
824,2k23,I-nba,70,I-game
825,atlanta,O,70,O
826,hawks,O,70,O
827,roster,O,70,O
828,and,O,70,O
829,ratings,O,70,O
830,nba,B-nba,71,B-game
831,2k23,I-nba,71,I-game
832,brooklyn,O,71,O
833,nets,O,71,O
834,roster,O,71,O
835,and,O,71,O
836,ratings,O,71,O
837,apex,B-titanfall,72,B-game
838,legends,I-titanfall,72,I-game
839,and,O,72,O
840,monster,O,72,O
841,energy,O,72,O
842,squad,O,72,O
843,up,B-disney,72,B-game
844,for,O,72,O
845,new,O,72,O
846,event,O,72,O
847,with,O,72,O
848,in-game,O,72,O
849,loot,O,72,O
850,nba,B-nba,73,B-game
851,2k23,I-nba,73,I-game
852,boston,O,73,O
853,celtics,O,73,O
854,roster,O,73,O
855,and,O,73,O
856,ratings,O,73,O
857,nba,B-nba,74,B-game
858,2k23,I-nba,74,I-game
859,new,O,74,O
860,york,O,74,O
861,knicks,O,74,O
862,roster,O,74,O
863,and,O,74,O
864,ratings,O,74,O
865,nba,B-nba,75,B-game
866,2k23,I-nba,75,I-game
867,philadelphia,O,75,O
868,76ers,O,75,O
869,roster,O,75,O
870,and,O,75,O
871,ratings,O,75,O
872,donkey,B-mario,76,B-game
873,kong,I-mario,76,I-game
874,country,I-donkey-kong,76,I-game
875,:,I-donkey-kong,76,I-game
876,tropical,I-donkey-kong,76,I-game
877,freeze,I-donkey-kong,76,I-game
878,kaze,O,77,O
879,and,O,77,O
880,the,B-disney,77,B-game
881,wild,I-disney,77,I-game
882,masks,O,77,O
883,kirby,B-kirby,78,B-game
884,and,I-kirby,78,I-game
885,the,I-kirby,78,I-game
886,forgotten,I-kirby,78,I-game
887,land,I-kirby,78,I-game
888,metroid,B-metroid,79,B-game
889,dread,I-metroid,79,I-game
890,new,B-mario,80,B-game
891,super,I-mario,80,I-game
892,mario,I-mario,80,I-game
893,bros.,I-mario,80,I-game
894,u,I-mario,80,I-game
895,deluxe,I-mario,80,I-game
896,rayman,B-rayman,81,B-game
897,legends,I-rayman,81,I-game
898,super,B-mario,82,B-game
899,mario,I-mario,82,I-game
900,3d,I-mario,82,I-game
901,world,I-mario,82,I-game
902,+,I-mario,82,I-game
903,bowser,B-mario,82,B-game
904,'s,I-mario,82,I-game
905,fury,I-mario,82,I-game
906,super,B-mario,83,B-game
907,mario,I-mario,83,I-game
908,maker,I-mario,83,I-game
909,2,I-mario,83,I-game
910,super,B-mario,84,B-game
911,mario,I-mario,84,I-game
912,odyssey,I-mario,84,I-game
913,yoshi,B-mario,85,B-game
914,'s,I-yoshi,85,I-game
915,crafted,I-yoshi,85,I-game
916,world,I-yoshi,85,I-game
917,nba,B-nba,86,B-game
918,2k23,I-nba,86,I-game
919,chicago,O,86,O
920,bulls,O,86,O
921,roster,O,86,O
922,and,O,86,O
923,ratings,O,86,O
924,splatoon,B-splatoon,87,B-game
925,3,I-splatoon,87,I-game
926,launch,O,87,O
927,patch,O,87,O
928,adds,O,87,O
929,a,O,87,O
930,photo,O,87,O
931,mode,O,87,O
932,and,O,87,O
933,unlocks,O,87,O
934,online,O,87,O
935,multiplayer,O,87,O
936,nba,B-nba,88,B-game
937,2k23,I-nba,88,I-game
938,dallas,O,88,O
939,mavericks,O,88,O
940,roster,O,88,O
941,and,O,88,O
942,ratings,O,88,O
943,nba,B-nba,89,B-game
944,2k23,I-nba,89,I-game
945,golden,O,89,O
946,state,O,89,O
947,warriors,O,89,O
948,roster,O,89,O
949,and,O,89,O
950,ratings,O,89,O
951,nba,B-nba,90,B-game
952,2k23,I-nba,90,I-game
953,houston,O,90,O
954,rockets,O,90,O
955,roster,O,90,O
956,and,O,90,O
957,ratings,O,90,O
958,nba,B-nba,91,B-game
959,2k23,I-nba,91,I-game
960,los,O,91,O
961,angeles,O,91,O
962,clippers,O,91,O
963,roster,O,91,O
964,and,O,91,O
965,ratings,O,91,O
966,nba,B-nba,92,B-game
967,2k23,I-nba,92,I-game
968,los,O,92,O
969,angeles,O,92,O
970,lakers,O,92,O
971,roster,O,92,O
972,and,O,92,O
973,ratings,O,92,O
974,nba,B-nba,93,B-game
975,2k23,I-nba,93,I-game
976,miami,O,93,O
977,heat,O,93,O
978,roster,O,93,O
979,and,O,93,O
980,ratings,O,93,O
981,nba,B-nba,94,B-game
982,2k23,I-nba,94,I-game
983,phoenix,O,94,O
984,suns,O,94,O
985,ratings,O,94,O
986,and,O,94,O
987,rosters,O,94,O
988,nba,B-nba,95,B-game
989,2k23,I-nba,95,I-game
990,toronto,O,95,O
991,raptors,O,95,O
992,roster,O,95,O
993,and,O,95,O
994,ratings,O,95,O
995,nba,B-nba,96,B-game
996,2k23,I-nba,96,I-game
997,memphis,O,96,O
998,grizzlies,O,96,O
999,roster,O,96,O
1000,and,O,96,O
1001,ratings,O,96,O
1002,nba,B-nba,97,B-game
1003,2k23,I-nba,97,I-game
1004,cleveland,O,97,O
1005,cavaliers,O,97,O
1006,roster,O,97,O
1007,and,O,97,O
1008,ratings,O,97,O
1009,nba,B-nba,98,B-game
1010,2k23,I-nba,98,I-game
1011,indiana,O,98,O
1012,pacers,O,98,O
1013,roster,O,98,O
1014,and,O,98,O
1015,ratings,O,98,O
1016,nba,B-nba,99,B-game
1017,2k23,I-nba,99,I-game
1018,best,O,99,O
1019,team,O,99,O
1020,ratings,O,99,O
1021,:,O,99,O
1022,from,O,99,O
1023,the,O,99,O
1024,star-studded,O,99,O
1025,bucks,O,99,O
1026,to,O,99,O
1027,the,O,99,O
1028,weaponless,O,99,O
1029,spurs,O,99,O
1030,nba,B-nba,100,B-game
1031,2k23,I-nba,100,I-game
1032,best,O,100,O
1033,teams,O,100,O
1034,:,O,100,O
1035,11-30,O,100,O
1036,nba,B-nba,101,B-game
1037,2k23,I-nba,101,I-game
1038,milwaukee,O,101,O
1039,bucks,O,101,O
1040,roster,O,101,O
1041,and,O,101,O
1042,ratings,O,101,O
1043,nba,B-nba,102,B-game
1044,2k23,I-nba,102,I-game
1045,charlotte,O,102,O
1046,hornets,O,102,O
1047,roster,O,102,O
1048,and,O,102,O
1049,ratings,O,102,O
1050,nba,B-nba,103,B-game
1051,2k23,I-nba,103,I-game
1052,orlando,O,103,O
1053,magic,O,103,O
1054,roster,O,103,O
1055,and,O,103,O
1056,ratings,O,103,O
1057,nba,B-nba,104,B-game
1058,2k23,I-nba,104,I-game
1059,washington,O,104,O
1060,wizards,O,104,O
1061,roster,O,104,O
1062,and,O,104,O
1063,ratings,O,104,O
1064,nba,B-nba,105,B-game
1065,2k23,I-nba,105,I-game
1066,denver,O,105,O
1067,nuggets,O,105,O
1068,roster,O,105,O
1069,and,O,105,O
1070,ratings,O,105,O
1071,nba,B-nba,106,B-game
1072,2k23,I-nba,106,I-game
1073,minnesota,O,106,O
1074,timberwolves,O,106,O
1075,roster,O,106,O
1076,and,O,106,O
1077,ratings,O,106,O
1078,sonic,B-sonic-the-hedgehog,107,B-game
